"Incident ID",Year,Month,Day,"Country Code",Country,Region,District,City,UN,INGO,ICRC,"NRCS and IFRC",NNGO,Other,"Nationals killed","Nationals wounded","Nationals kidnapped","Total nationals","Internationals killed","Internationals wounded","Internationals kidnapped","Total internationals","Total killed","Total wounded","Total kidnapped","Total affected","Gender Male","Gender Female","Gender Unknown","Means of attack","Attack context",Location,Latitude,Longitude,Motive,"Actor type","Actor name",Details,Verified,Source
#event+id,#date+year,#date+month,#date+day,#country+code,#country+name+i_en,#adm1+name+i_en,#adm2+name+i_en,#adm3+name+i_en,#affected+UN,#affected+INGO,#affected+ICRC,#affected+IFRC,#affected+NGO,#affected+other,#affected+killed+national,#affected+injured+national,#affected+kidnapped+national,#affected+total+national,#affected+killed+international,#affected+injured+international,#affected+kidnapped+international,#affected+total+international,#affected+total+killed,#affected+total+injured,#affected+total+kidnapped,#affected+total,#affected+total+m,#affected+total+f,#affected+total+i,#event+means+i_en,#event+type+i_en,#loc+type+i_en,#geo+lat,#geo+lon,#x_event_motive,#group+type+i_en,#group+name+i_en,#description+i_en,,
1990,2015,6,13,SS,"South Sudan",Jonglei,Pochalla,,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,Shooting,Combat/Crossfire,"Project site",7.18,34.1,Economic,Unknown,Unknown,"One INGO national staff member was shot and killed when gunmen attacked a food distribution point in Pochalla town, Jonglei.",Yes,"Official Report"
2142,2015,6,16,YE,Yemen,Ibb,Ibb,Ibb,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,Kidnapping,Unknown,Unknown,13.972093,44.162534,Unknown,Unknown,Unknown,"One national male INGO aid worker was kidnapped in Ibb, Yemen. He was held captive for over 24 hours (exact number of days unknown) and later released.",Yes,"Focal Point"
1982,2015,6,18,CD,"DR Congo","North Kivu",Rutshuru,"Rutshuru, Ishasha-Nyamilima",0,2,0,0,0,0,0,0,2,2,0,0,0,0,0,0,2,2,2,0,0,Kidnapping,Ambush,Road,-1.184208,29.445591,Unknown,"Non-state armed group: Unknown","Not applicable","Three INGO staff members, two male, and one female were reported abducted after their vehicle was ambushed on Ishasha-Nyamilima road in Rutshuru, Northern Kivu. The female was immediately released but the two male staff members remained captive until their release on June 22nd.",Yes,"Official Report"
2043,2015,6,21,SO,Somalia,"Lower Shabelle",Marka,Marka,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,Shooting,"Individual attack","Public location",1.717466,44.768614,Unknown,Unknown,Unknown,"Attackers armed with guns shot and killed a man in Wadajir neighbourhood. The victim was working for an INGO.",Yes,"Official Report"
1989,2015,6,22,AF,Afghanistan,Kabul,Taimani,,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,Kidnapping,Ambush,Road,34.544274,69.161099,Economic,Criminal,Unknown,"A female INGO staff member was abducted by armed gunmen while en-route in Taiman, western Kabul. Update: She was released unharmed on September 10th after being held captive for 81 days. Reports state that she was abducted by a criminal gang.",Yes,Media
1983,2015,6,27,CF,"Central African Republic",Ouaka,Bambari,Bambari,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,Shooting,Ambush,Road,5.769207,20.67215,Economic,Unknown,Unknown,"Armed men fired upon three INGO staff members that were traveling via motorcycles on the Ippy-Bambari road. One of the staff members was seriously injured and was taken to Bangui hospital. The armed men stole the INGO worker's bag and fled.",Yes,"Official Report"
1987,2015,6,28,AF,Afghanistan,Paktia,Gardez,Separai,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,Kidnap-killing,Unknown,Unknown,33.6,69.216944,Unknown,"Non-state armed group: National",Unknown,"A national INGO staff member was kidnapped by AGE in the Momen Khel area of Paktia province and subsequently killed. His remains were found on June 30th in Gardez district.",Yes,"Official Report"
1988,2015,6,29,CD,"DR Congo","South Kivu",Uvira,Uvira,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,Shooting,Raid,Home,-3.4,29.15,Economic,Unknown,Unknown,"An national INGO staff member was shot during a home invasion by a group of armed gunmen. The assailants stole money and fled when police approached the scene.
",Yes,"Official Report"
2136,2015,6,30,AF,Afghanistan,Paktia,,,0,3,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,3,0,0,3,Kidnapping,Ambush,Road,33.706199,69.383108,Political,"Non-state armed group: Unknown","Not applicable","Three staff members were abducted while leaving a project site at an unauthorized checkpoint. The staff were released 5 days later after community negotiations.",Yes,"Focal Point"
1984,2015,7,4,SS,"South Sudan",Lakes,Wulu,,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,Shooting,"Individual attack",Unknown,6.876992,31.306979,Unknown,Unknown,Unknown,"A UN contracted truck driver was shot in Wullu while showering. The driver had to stop in Wullu for a few days because of bad local road conditions. He died as a result of his injuries.",Yes,"Official Report"
1991,2015,7,6,PK,Pakistan,Balochistan,Quetta,"Jinnah Town",0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,"Bodily assault","Individual attack",Home,30.219156,66.995823,Unknown,Unknown,Unknown,"A staff member of a local NGO was found dead in his apartment with stab wounds.",Yes,"Official Report"
2128,2015,7,11,SY,"Syrian Arab Republic",Al-Hasakah,Al-Hasakah,Al-Hasakah,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,Shooting,"Individual attack","Project site",36.405515,40.796915,Political,Unknown,Unknown,"In Al-Hasakeh City on July 11 one SARC volunteer was shot and killed while he was retrieving bodies from the area. He was wearing his uniform while on duty, and was shot by sniper fire.",Yes,"Focal Point"
1986,2015,7,18,CF,"Central African Republic",Nana-Mambere,Baboua,"Baboua (near), Baboua-Bouar road",1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,Shooting,Ambush,Road,5.819759,14.911966,Political,"Non-state armed group: Unknown","Not applicable","A UN contracted driver was shot and killed when militants opened fire on the relief convoy near Baboua.",Yes,"Official Report"
2044,2015,7,22,SO,Somalia,Bay,Baydhaba,"Baydhaba, Hawl-Wadaag",0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,Shooting,Raid,Home,3.11405,43.651925,Unknown,Unknown,Unknown,"A woman working for a local NGO was shot in her home by intruders.",Yes,"Official Report"
2045,2015,7,22,SO,Somalia,Bay,Baydhaba,Kalabeyr,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,Kidnapping,Ambush,Road,10.829661,49.252466,Incidental,"Non-state armed group: Unknown","Not applicable","Two INGO vehicles were stopped by a militia close to Belet Weyne. The 5 INGO staff traveling in the vehicle were temporarily detained but released after clan elders negotiated on their behalf . One of the INGO drivers is still being held. The motive was said to be clan related.",Yes,"Official Report"
1997,2015,8,,SS,"South Sudan",Lakes,Wulu,,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,Unknown,Unknown,Unknown,9.88942,32.718138,Incidental,Unknown,Unknown,"An national INGO staff member was killed during an attack on the village of Wulu. The circumstances surrounding his death are unknown.",Yes,"Official Report"
1998,2015,8,,SS,"South Sudan",Unity,Leer,Payak,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,Unknown,Unknown,Unknown,8.296968,30.153157,Unknown,Unknown,Unknown,"An national INGO staff member was killed. The circumstances surrounding his death are unknown.",Yes,"Official Report"
2131,2015,8,4,SD,Sudan,"Central Darfur","Um Dukhun","Um Dukhun",0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,"Bodily assault","Individual attack",Unknown,11.124529,22.959498,Unknown,Unknown,Unknown,"A female INGO worker required medical attention after being assaulted by a man who was also carrying a gun.",Yes,"Focal Point"
2111,2015,8,8,UG,Uganda,Central,Wakiso,Mbalwa,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,"Bodily assault",Ambush,Road,0.365182,32.653176,Economic,Unknown,Unknown,"A male national INGO staff member was trailed by robbers as he drove home. He was attacked as he waited to drive through the gate to his home. Beaten into coma, he was robbed of the vehicle he was driving as well as other valuables. During the attack he sustained a fractured skull, a deep cut over his eye and internal bleeding. He survived the attack.
",Yes,"Focal Point"
2144,2015,8,10,KE,Kenya,Nairobi,Nairobi,Nairobi,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,Shooting,Unknown,Unknown,-1.292066,36.821946,Unknown,Unknown,Unknown,"One national INGO staff member got a gunshot wound to the leg and was taken to the hospital to receive medical attention.",Yes,"Focal Point"
1992,2015,8,10,AF,Afghanistan,Kabul,Kabul,"Kabul International Airport (outside of)",0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,"Vehicle-born IED",Ambush,Road,34.565833,69.2125,Incidental,"Non-state armed group: Unknown","Not applicable","A national staff member of an INGO was one of the victims killed during a vehicle borne IED suicide attack on a checkpoint near the entrance of Kabul international airport.",Yes,"Focal Point"
1994,2015,8,10,AF,Afghanistan,Faryab,"Khwaja Sabz Posh","Khwaja Qoshri",0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,"Bodily assault",Raid,Home,35.934233,64.621428,Political,Unknown,Unknown,"An NGO staff member was stabbed in her home by assailants who then set fire to the clinic where she worked.",Yes,"Official Report"
1995,2015,8,10,AF,Afghanistan,Badghis,Muqur,Kamori,0,0,0,0,2,0,0,0,2,2,0,0,0,0,0,0,2,2,0,0,2,Kidnapping,Unknown,"Project site",35.037651,63.29266,Political,"Non-state armed group: Unknown","Not applicable","Two local NGO staff were abducted in Baghdis province. They were released on August 14, 2015 following negotiations with community elders.",Yes,"Official Report"
1996,2015,8,10,AF,Afghanistan,Helmand,"Now Zad","Between Kandahar and Musa Qala",0,2,0,0,0,0,0,0,2,2,0,0,0,0,0,0,2,2,2,0,0,Kidnapping,Ambush,Road,32.172893,64.684712,Unknown,"Non-state armed group: Unknown","Not applicable","Two contractors for a demining INGO were abducted while travelling between Kandahar and Musa Qala. They were released on August 18th, 2015 following negotiations by community elders.",Yes,"Official Report"
2133,2015,8,11,SS,"South Sudan","Upper Nile",Maban,,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,Shooting,Combat/Crossfire,Office/compound,10.065777,33.031683,Incidental,Unknown,Unknown,"One INGO contracted off-duty guard was shot in Mabon when shooting started outside of the compound. The wound was severe and required medical attention.",Yes,"Focal Point"
2127,2015,8,13,SS,"South Sudan",Unity,Leer,"Gandor Payam, Wor Jout",0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,Unknown,Unknown,"Public location",8.296968,30.153157,Unknown,Unknown,Unknown,"On August 13, a volunteer in Leer County was killed in Wor Juot village, Gandor payam. An investigation into the details of this incident is still ongoing as of July 2016.",Yes,"Focal Point"
1993,2015,8,17,AF,Afghanistan,Kabul,Kabul,"Qala-e Fatullah & Taimani area (between)",0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,Kidnapping,Ambush,Road,34.551776,69.163562,Economic,"Non-state armed group: Unknown","Not applicable","A German national working for an INGO was kidnapped from her vehicle in Kabul. She was released on October 17th, 2015.",Yes,Media
1999,2015,8,22,SS,"South Sudan","Central Equatoria",Juba,Juba,0,2,0,0,0,0,0,2,0,2,0,0,0,0,0,2,0,2,2,0,0,Shooting,Raid,Office/compound,4.859363,31.57125,Economic,Unknown,Unknown,"One guard was wounded with a machete and another shot, when perpetrators broke into an INGO compound at night. The suspects stole two AK-47s before fleeing.",Yes,"Official Report"
2000,2015,8,22,CF,"Central African Republic",Ouaka,Bambari,Bambari,0,0,0,2,0,0,0,1,0,1,0,1,0,1,0,2,0,2,2,0,0,"Bodily assault","Mob violence","Public location",5.764345,20.670528,Incidental,Unaffiliated,"Not applicable","Two members of the Red Cross were wounded with a knife strike during a demonstration. The violent demonstration occurred after a young muslim man was reportedly killed by anti-Balaka militants.
",Yes,"Official Report"
2058,2015,8,22,SS,"South Sudan",Unity,Rubkona,,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,"Bodily assault",Raid,Office/compound,9.280151,29.780241,Economic,Unknown,Unknown,"One INGO security guard was injured when assaulted by robbers that raided an INGO clinic and stole supplies. Reportedly, there were 15 robbers present. The security guard is in stable condition after the attack.",Yes,"Official Report"
2106,2015,8,30,SY,"Syrian Arab Republic",Daraa,Daraa,,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,Kidnapping,Unknown,Unknown,32.626434,36.103306,Political,"Non-state armed group: Unknown","Not applicable","A national INGO aid worker was kidnapped in Daraa, Syria. Details surrounding the abduction are unknown, however the man was released around September 9th, 2015.",Yes,"Focal Point"
2132,2015,9,1,SD,Sudan,"South Darfur","Nyala Janoub",Nyala,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,"Bodily assault","Individual attack",Unknown,12.051801,24.880485,Incidental,"Staff member","Family member","One national INGO aid worker was stabbed to death in Nyala by a family member, also an INGO staff member, in a personal dispute.",Yes,"Focal Point"
2001,2015,9,2,YE,Yemen,Amran,"Harf Sufyan",,0,0,2,0,0,0,2,0,0,2,0,0,0,0,2,0,0,2,2,0,0,Shooting,Ambush,Road,16.3644502697572,44.0800844167839,Political,Unknown,Unknown,"Two national ICRC staff members were shot and killed while traveling from Saddah to the main office in Sanaa. The unknown perpetrator opened fire on the convoy that they were traveling with and instantly killed one staff member. The other later died in the hospital.",Yes,"Official Report"
2002,2015,9,2,SS,"South Sudan","Central Equatoria",Juba,"Juba-Mundri Road, between Rokon and Luri",0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,Unknown,Ambush,Road,5.133333,30.916667,Unknown,Unknown,Unknown,"An INGO convoy was attacked between Rokon and Luri. The driver was killed.",Yes,"Official Report"
2003,2015,9,6,SS,"South Sudan","Central Equatoria",Juba,Juba,0,2,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,2,0,2,0,"Rape/sexual assault ",Ambush,Office/compound,4.859363,31.57125,Unknown,Unknown,Unknown,"Two female INGO staff members were robbed and raped when the vehicle that they were in was attacked by an armed group of assailants outside of their residential compound.",Yes,"Official Report"
2005,2015,9,10,SS,"South Sudan","Central Equatoria",Juba,"Juba, Munuki",0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,Shooting,Raid,Office/compound,4.871592,31.572769,Economic,Unknown,Unknown,"One local INGO staff member was killed during a raid on the INGO's compound. Reportedly, the event was a robbery which occurred in broad daylight. The assailants used the staff member as a hostage. He was shot and killed although circumstances leading up to the event are unclear.",Yes,"Official Report"
2126,2015,9,13,AF,Afghanistan,Lowgar,,,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,"Landmine ",Unknown,Office/compound,34.014552,69.192392,Incidental,Unknown,Unknown,"The Afghan Red Crescent reported that a volunteer died while doing volunteer work in Afghan Logar Branch. There is no further information to date, although the incident was most likely related to unexploded ordinance.",Yes,"Focal Point"
2009,2015,9,13,AF,Afghanistan,Kandahar,Arghanab,Jilawoor,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,"Roadside IED",Ambush,Road,31.654722,65.649444,Incidental,"Non-state armed group: Unknown","Not applicable","A demining contractor working for a UN partner was killed in Jilawoor village when his motorcycle struck an IED.",Yes,"Official Report"
2008,2015,9,17,SD,Sudan,"North Darfur",Kutum,Anka,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,Shooting,Combat/Crossfire,"Public location",14.6833333,24.85,Political,"Host State","Sudanese Armed Forces","Reportedly, one INGO national staff member was injured when SAF military supported by SAF aircraft and militias opened fire on the Zaghawa community in Anka.",Yes,"Official Report"
2137,2015,9,18,AF,Afghanistan,Lowgar,,,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,"Roadside IED",Ambush,Road,34.014552,69.192392,Incidental,"Non-state armed group: Unknown","Not applicable","A staff member and their family were killed on holiday after driving over RIED.",Yes,"Focal Point"
2139,2015,9,19,GT,Guatemala,Izabal,"Puerto Barrios","Santo Tomas de Castilla",0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,Shooting,"Individual attack","Public location",15.689653,-88.609658,Unknown,Unknown,Unknown,"A young volunteer was murdered on September 19 in Santo Tomas de Castilla. She was on her way to the branch office to attend a volunteer meeting. According to initial report she was shot in the head getting into a taxi however, the circumstances are still unclear as to what happened.",Yes,"Focal Point"
2007,2015,9,21,ML,Mali,Tombouctou,Tombouctou,Acharane,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,Shooting,Ambush,Road,16.757495,-2.998881,Unknown,Unknown,Unknown,"Two armed men on motorcycles shot at a private vehicle whose driver was a national staff member of an INGO. He was seriously injured in the attack but was able to reach a clinic.",Yes,"Official Report"
2028,2015,9,21,AF,Afghanistan,Wardak,Saydabad,,0,2,0,0,0,0,2,0,0,2,0,0,0,0,2,0,0,2,0,0,2,Kidnap-killing,Unknown,Unknown,34.022785,66.421776,Unknown,"Non-state armed group: National",Unknown,"The remains of two local INGO employees were found in Maydan, Sayabad district. They were abducted by anti-government elements on September 21st.",Yes,"Official Report"
2017,2015,9,26,CF,"Central African Republic",Bangui,,,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,Shooting,Combat/Crossfire,Unknown,4.394673,18.55819,Unknown,Unknown,Unknown,"One national INGO staff member was fleeing shooting in Bangui when he was shot himself. He later died as a result of his injuries.",Yes,"Official Report"
